index,name,href,location,auth
4923,Om Raz,https://www.rekhta.org/poets/om-raz,,om-raz
4924,Omaima Yusuf,https://www.rekhta.org/poets/omaima-yusuf,Lahore,omaima-yusuf
4925,Omainuz Zahra Sayyad,https://www.rekhta.org/poets/omainuz-zahra-sayyad,Sargodha,omainuz-zahra-sayyad
4926,Omprakash Yati,https://www.rekhta.org/poets/omprakash-yati,,omprakash-yati
4927,Onkar Singh Vivek,https://www.rekhta.org/poets/onkar-singh-vivek,Rampur,onkar-singh-vivek
4928,Osaama ameer,https://www.rekhta.org/poets/osaama-ameer,Karachi,osaama-ameer
4929,Osama Jamil,https://www.rekhta.org/poets/osama-jamil,Rawalpindi,osama-jamil
4930,Osama Khalid,https://www.rekhta.org/poets/osama-khalid,Muzaffargarh,osama-khalid
4931,Osama Muneer,https://www.rekhta.org/poets/osama-muneer,,osama-muneer
4932,Osama Zakir,https://www.rekhta.org/poets/osama-zakir,Delhi,osama-zakir
4933,Oscar Wilde,https://www.rekhta.org/authors/oscar-wilde,Paris,oscar-wilde
4934,Owais Ahmad Dauran,https://www.rekhta.org/poets/owais-ahmad-dauran,Bihar,owais-ahmad-dauran
4935,Ozair Rahman,https://www.rekhta.org/poets/ozair-rahman,Delhi,ozair-rahman
4936,P P Srivastava Rind,https://www.rekhta.org/poets/p-p-srivastava-rind,Noida,p-p-srivastava-rind
4937,P. C. Kuttikrishnan,https://www.rekhta.org/authors/p-c-kuttikrishnan,,p-c-kuttikrishnan
4938,P. Keshav Dev,https://www.rekhta.org/authors/p-keshav-dev,,p-keshav-dev
4939,Pagal Adilabadi,https://www.rekhta.org/poets/pagal-adilabadi,Hyderabad,pagal-adilabadi
4940,Paigham Aafaqi,https://www.rekhta.org/authors/paigham-aafaqi,,paigham-aafaqi
4941,Paikan Chandpuri,https://www.rekhta.org/authors/paikan-chandpuri,,paikan-chandpuri
4942,Paikar Jafari,https://www.rekhta.org/authors/paikar-jafari,,paikar-jafari
4943,Paikar Yazdani,https://www.rekhta.org/authors/paikar-yazdani,Saharanpur,paikar-yazdani
4944,Pakiza Beg,https://www.rekhta.org/poets/pakiza-beg,England,pakiza-beg
4945,Pallav Mishra,https://www.rekhta.org/poets/pallav-mishra,Delhi,pallav-mishra
4946,Pallavi Mishra,https://www.rekhta.org/poets/pallavi-mishra,Delhi,pallavi-mishra
4947,Pandit Aks Lucknowi,https://www.rekhta.org/poets/pandit-aks-lucknowi,Australia,pandit-aks-lucknowi
4948,Pandit Chandr Bhan Barahman,https://www.rekhta.org/poets/pandit-chandr-bhan-barahman,,pandit-chandr-bhan-barahman
4949,Pandit Daya Shankar Naseem Lakhnawi,https://www.rekhta.org/poets/pandit-daya-shankar-naseem-lakhnawi,Lucknow,pandit-daya-shankar-naseem-lakhnawi
4950,Pandit Jagmohan Nath Raina Shauq,https://www.rekhta.org/poets/pandit-jagmohan-nath-raina-shauq,Shahjahanpur,pandit-jagmohan-nath-raina-shauq
4951,Pandit Jawahar Nath Saqi,https://www.rekhta.org/poets/pandit-jawahar-nath-saqi,Delhi,pandit-jawahar-nath-saqi
4952,Pandit Tribhuvannath Zutshi Zar Dehlvi,https://www.rekhta.org/poets/pandit-tribhuvannath-zutshi-zar-dehlvi,,pandit-tribhuvannath-zutshi-zar-dehlvi
4953,Pandit Vidya Rattan Asi,https://www.rekhta.org/poets/pandit-vidya-rattan-asi,Jammu,pandit-vidya-rattan-asi
4954,Pankaj Sarhadi,https://www.rekhta.org/poets/pankaj-sarhadi,,pankaj-sarhadi
4955,Pankaj Subeer,https://www.rekhta.org/poets/pankaj-subeer,Madhya Pradesh,pankaj-subeer
4956,Panna Lal Noor,https://www.rekhta.org/poets/panna-lal-noor,,panna-lal-noor
4957,Panna Lal Patel,https://www.rekhta.org/authors/panna-lal-patel,,panna-lal-patel
4958,Paras Mazari,https://www.rekhta.org/poets/paras-mazari,Bahawalpur,paras-mazari
4959,Paraveen Rai,https://www.rekhta.org/poets/paraveen-rai,Ghazipur,paraveen-rai
4960,Pardeep Sahil,https://www.rekhta.org/poets/pardeep-sahil,,pardeep-sahil
4961,Pareshan Lakhnavi,https://www.rekhta.org/poets/pareshan-lakhnavi,,pareshan-lakhnavi
4962,Parkash Fikri,https://www.rekhta.org/poets/parkash-fikri,Ranchi,parkash-fikri
4963,Parkash Nath Parvez,https://www.rekhta.org/poets/parkash-nath-parvez,Aligarh,parkash-nath-parvez
4964,Parkash Tiwari,https://www.rekhta.org/poets/parkash-tiwari,,parkash-tiwari
4965,Parmod Lal Yakta,https://www.rekhta.org/authors/parmod-lal-yakta,,parmod-lal-yakta
4966,Parsa Kausari,https://www.rekhta.org/poets/parsa-kausari,,parsa-kausari
4967,Partav Rohila,https://www.rekhta.org/poets/partav-rohila,Khyber Pakhtunkhwa,partav-rohila
4968,Parul Singh Noor,https://www.rekhta.org/poets/parul-singh-noor,Delhi,parul-singh-noor
4969,Parveen Atif,https://www.rekhta.org/authors/parveen-atif,Lahore,parveen-atif
4970,Parveen Fana Syed,https://www.rekhta.org/poets/parveen-fana-syed,Rawalpindi,parveen-fana-syed
4971,Parveen Kaif,https://www.rekhta.org/poets/parveen-kaif-1,Bhopal,parveen-kaif-1
4972,Parveen Kumar Ashk,https://www.rekhta.org/poets/parveen-kumar-ashk,Pathankot,parveen-kumar-ashk
4973,Parveen Mirza,https://www.rekhta.org/poets/parveen-mirza,London,parveen-mirza
4974,Parveen Sajal,https://www.rekhta.org/poets/parveen-sajal,,parveen-sajal
4975,Parveen Shaghaf,https://www.rekhta.org/poets/parveen-shaghaf,Delhi,parveen-shaghaf
4976,Parveen Shakir,https://www.rekhta.org/poets/parveen-shakir,Karachi,parveen-shakir
4977,Parveen Sultana Saba,https://www.rekhta.org/poets/parveen-sultana-saba,Canada,parveen-sultana-saba
4978,Parveen Tahir,https://www.rekhta.org/poets/parveen-tahir,Rawalpindi,parveen-tahir
4979,Parveen Umm-e-Mushtaq,https://www.rekhta.org/poets/parveen-umm-e-mushtaq,Delhi,parveen-umm-e-mushtaq
4980,Parvez Ahmad Parvez,https://www.rekhta.org/poets/parvez-ahmad-parvez,Jamshedpur,parvez-ahmad-parvez
4981,Parvez akhtar,https://www.rekhta.org/poets/parvez-akhtar,Bijnor,parvez-akhtar
4982,Parvez Anjum,https://www.rekhta.org/authors/parvez-anjum,Kolkata,parvez-anjum
4983,Parvez Ashrafi,https://www.rekhta.org/authors/parvez-ashrafi,Delhi,parvez-ashrafi
4984,Parvez Baghi,https://www.rekhta.org/poets/parvez-baghi,,parvez-baghi
4985,Parvez Bazmi,https://www.rekhta.org/poets/parvez-bazmi,,parvez-bazmi
4986,Parvez Muzaffar,https://www.rekhta.org/poets/parvez-muzaffar,England,parvez-muzaffar
4987,Parvez Sahir,https://www.rekhta.org/poets/parvez-sahir,,parvez-sahir
4988,Parvez Shahidi,https://www.rekhta.org/poets/parvez-shahidi,Kolkata,parvez-shahidi
4989,Parvez Shaikh,https://www.rekhta.org/poets/parvez-shaikh,,parvez-shaikh
4990,Parvez Waris,https://www.rekhta.org/poets/parvez-waris,Rajkot,parvez-waris
4991,Parvin Shere,https://www.rekhta.org/poets/parvin-shere,Canada,parvin-shere
4992,Parvindar shokh,https://www.rekhta.org/poets/parvindar-shokh,,parvindar-shokh
4993,Parwana Rudaulvi,https://www.rekhta.org/poets/parwana-rudaulvi,Delhi,parwana-rudaulvi
4994,Parwaz Jalandhari,https://www.rekhta.org/poets/parwaz-jalandhari,,parwaz-jalandhari
4995,Parwaz Noorpuri,https://www.rekhta.org/poets/parwaz-noorpuri,,parwaz-noorpuri
4996,Parween Saba,https://www.rekhta.org/poets/parween-saba,Bhopal,parween-saba
4997,Parwez Rahmani,https://www.rekhta.org/poets/parwez-rahmani,Ranchi,parwez-rahmani
4998,Pash,https://www.rekhta.org/poets/pash,Jalandhar,pash
4999,Pasha Rahman,https://www.rekhta.org/poets/pasha-rahman,Dhaka,pasha-rahman
5000,Patras Bukhari,https://www.rekhta.org/poets/patras-bukhari,New York,patras-bukhari
5001,Pattathuvila Karunakaran,https://www.rekhta.org/poets/pattathuvila-karunakaran,Kerala,pattathuvila-karunakaran
5002,Pawan Kumar,https://www.rekhta.org/poets/pawan-kumar,Lucknow,pawan-kumar
5003,Pawan Varma,https://www.rekhta.org/poets/pawan-varma,,pawan-varma
5004,Payam Fatehpuri,https://www.rekhta.org/poets/payam-fatehpuri,Fatehpur,payam-fatehpuri
5005,Peer Akram,https://www.rekhta.org/poets/peer-akram,,peer-akram
5006,Peer Nasiruddin Shah Naseer,https://www.rekhta.org/poets/peer-nasiruddin-shah-naseer,Pakistan,peer-nasiruddin-shah-naseer
5007,Peer Sher Mohammad Ajiz,https://www.rekhta.org/poets/peer-sher-mohammad-ajiz,,peer-sher-mohammad-ajiz
5008,Perwaiz Shaharyar,https://www.rekhta.org/poets/perwaiz-shaharyar,Delhi,perwaiz-shaharyar
5009,Phanishwar Nath Renu,https://www.rekhta.org/poets/phanishwar-nath-renu,Delhi,phanishwar-nath-renu
5010,Pinhaan,https://www.rekhta.org/poets/pinhaan,Texas,pinhaan
5011,Pirzada Qasim,https://www.rekhta.org/poets/pirzada-qasim,Karachi,pirzada-qasim
5012,Piyare Lal Raunaq Dehlwi,https://www.rekhta.org/poets/piyare-lal-raunaq-dehlwi,Delhi,piyare-lal-raunaq-dehlwi
5013,Piyush Awasthi,https://www.rekhta.org/poets/piyush-awasthi,Greater Noida,piyush-awasthi
5014,Ponkunnam Varkey,https://www.rekhta.org/poets/ponkunnam-varkey,,ponkunnam-varkey
5015,Pooja Bhatiya,https://www.rekhta.org/poets/pooja-bhatiya,Mumbai,pooja-bhatiya
5016,Poonam Meera,https://www.rekhta.org/poets/poonam-meera,,poonam-meera
5017,Poonam Sonachhatra,https://www.rekhta.org/poets/poonam-sonachhatra,Kolkata,poonam-sonachhatra
5018,Poonam Yadav,https://www.rekhta.org/poets/poonam-yadav,Delhi,poonam-yadav
5019,Pooran Kumar Hosh,https://www.rekhta.org/poets/pooran-kumar-hosh,,pooran-kumar-hosh
5020,Popular Meeruthi,https://www.rekhta.org/poets/popular-meeruthi,Meerut,popular-meeruthi
5021,Prabhat Kumar Sarwar Lakhnavi,https://www.rekhta.org/poets/prabhat-kumar-sarwar-lakhnavi,,prabhat-kumar-sarwar-lakhnavi
5022,Prabhat Patel  new,https://www.rekhta.org/poets/prabhat-patel,,prabhat-patel
5023,Prabudha Saurabh,https://www.rekhta.org/poets/prabudha-saurabh,Delhi,prabudha-saurabh
5024,Pradeep Laljani Parwaz,https://www.rekhta.org/poets/pradeep-laljani-parwaz,Dubai,pradeep-laljani-parwaz
5025,Pradyumn Paliwal,https://www.rekhta.org/poets/pradyumn-paliwal,Indore,pradyumn-paliwal
5026,Pragya Sharma,https://www.rekhta.org/poets/pragya-sharma,,pragya-sharma
5027,Prahlad Rai Danish,https://www.rekhta.org/poets/prahlad-rai-danish,Delhi,prahlad-rai-danish
5028,Prakash Pandit,https://www.rekhta.org/poets/prakash-pandit,,prakash-pandit
5029,Prakash Prohit,https://www.rekhta.org/poets/prakash-prohit,,prakash-prohit
5030,Prakhar Malviya Kanha,https://www.rekhta.org/poets/prakhar-malviya-kanha,Uttar pradesh,prakhar-malviya-kanha
5031,Pramod Pundhir Pyaasa,https://www.rekhta.org/poets/pramod-pundhir-pyaasa,Aligarh,pramod-pundhir-pyaasa
5032,Pramod Sharma Asar,https://www.rekhta.org/poets/pramod-sharma-asar,Uttar pradesh,pramod-sharma-asar
5033,Pranav Mishra Tejas,https://www.rekhta.org/poets/pranav-mishra-tejas,Lakhimpur Kheri,pranav-mishra-tejas
5034,Prasad shadangule Betab,https://www.rekhta.org/poets/prasad-shadangule-betab,Bhopal,prasad-shadangule-betab
5035,Prashanik Chandra,https://www.rekhta.org/poets/prashanik-chandra,Noida,prashanik-chandra
5036,Prashant Mishra Man,https://www.rekhta.org/poets/prashant-mishra-man,Uttar pradesh,prashant-mishra-man
5037,Prashant Sharma Daraz,https://www.rekhta.org/poets/prashant-sharma-daraz,Ratlam,prashant-sharma-daraz
5038,Pratap Somvanshi,https://www.rekhta.org/poets/pratap-somvanshi,Delhi,pratap-somvanshi
5039,Praveen Saxena,https://www.rekhta.org/poets/praveen-saxena,Delhi,praveen-saxena
5040,Preeta Vajpayi,https://www.rekhta.org/poets/preeta-vajpayi,Lucknow,preeta-vajpayi
5041,Prem Bhandari,https://www.rekhta.org/poets/prem-bhandari,,prem-bhandari
5042,Prem Dhawan,https://www.rekhta.org/poets/prem-dhawan,,prem-dhawan
5043,Prem Dhingra Bhatneri,https://www.rekhta.org/poets/prem-dhingra-bhatneri,Hanumangarh,prem-dhingra-bhatneri
5044,Prem Kiran,https://www.rekhta.org/poets/prem-kiran,Patna,prem-kiran
5045,Prem Kumar Nazar,https://www.rekhta.org/poets/prem-kumar-nazar,Hoshiarpur,prem-kumar-nazar
5046,Prem Lal Shifa Dehlvi,https://www.rekhta.org/poets/prem-lal-shifa-dehlvi,Delhi,prem-lal-shifa-dehlvi
5047,Prem Narayan Saxena Raz,https://www.rekhta.org/poets/prem-narayan-saxena-raz,Delhi,prem-narayan-saxena-raz
5048,Prem Pal Ashk,https://www.rekhta.org/poets/prem-pal-ashk,Delhi,prem-pal-ashk
5049,Prem Rangpuri,https://www.rekhta.org/poets/prem-rangpuri,Ludhiana,prem-rangpuri
5050,Prem Ranjan Animesh,https://www.rekhta.org/poets/prem-ranjan-animesh,,prem-ranjan-animesh
5051,Prem Shankar Goila Farhat,https://www.rekhta.org/poets/prem-shankar-goila-farhat,,prem-shankar-goila-farhat
5052,Prem Warbartani,https://www.rekhta.org/poets/prem-warbartani-3,Chandigarh,prem-warbartani-3
5053,Premchand,https://www.rekhta.org/poets/premchand,Banaras,premchand
5054,Premi Romani,https://www.rekhta.org/poets/premi-romani,Pune,premi-romani
5055,Preyas Hathi 'Raqim,https://www.rekhta.org/poets/preyas-hathi-raqim,Mumbai,preyas-hathi-raqim
5056,Pritpal Singh Betab,https://www.rekhta.org/poets/pritpal-singh-betab,Jammu,pritpal-singh-betab
5057,Priya Shandilya,https://www.rekhta.org/poets/priya-shandilya,Delhi,priya-shandilya
5058,Priya Tabita,https://www.rekhta.org/poets/priya-tabita,,priya-tabita
5059,Priyadarshi,https://www.rekhta.org/poets/priyadarshi,,priyadarshi
5060,Priyadarshi Thakur Khayal,https://www.rekhta.org/poets/priyadarshi-thakur-khayal,,priyadarshi-thakur-khayal
5061,Priyamvada Ilhan,https://www.rekhta.org/poets/priyamvada-ilhan,Bikaner,priyamvada-ilhan
5062,Professor Mahmood Alam,https://www.rekhta.org/poets/professor-mahmood-alam,Delhi,professor-mahmood-alam
5063,Pudhumaipithan,https://www.rekhta.org/poets/pudhumaipithan,,pudhumaipithan
5064,Puja Parastish,https://www.rekhta.org/poets/puja-parastish,,puja-parastish
5065,Pundit Amar Nath Hoshiyarpuri,https://www.rekhta.org/poets/pundit-amar-nath-hoshiyarpuri,,pundit-amar-nath-hoshiyarpuri
5066,Puran Singh Hunar,https://www.rekhta.org/poets/puran-singh-hunar,Amritsar,puran-singh-hunar
5067,Purnam Allahabadi,https://www.rekhta.org/poets/purnam-allahabadi,Lahore,purnam-allahabadi
5068,Purshottam Abbi Azer,https://www.rekhta.org/poets/purshottam-abbi-azer,Delhi,purshottam-abbi-azer
5069,Purushottam Bhaskar Bhave,https://www.rekhta.org/poets/purushottam-bhaskar-bhave,,purushottam-bhaskar-bhave
5070,Purushottam Shivaram Rege,https://www.rekhta.org/poets/purushottam-shivaram-rege,Mumbai,purushottam-shivaram-rege
5071,Pushp Raj yadav,https://www.rekhta.org/poets/pushp-raj-yadav,Badayun,pushp-raj-yadav
5072,Pushpendra Pushp,https://www.rekhta.org/poets/pushpendra-pushp,Jalaun,pushpendra-pushp
5073,Pyare Lal Ratan,https://www.rekhta.org/poets/pyare-lal-ratan,Ludhiana,pyare-lal-ratan
5074,Qabil Ajmeri,https://www.rekhta.org/poets/qabil-ajmeri,Hyderabad,qabil-ajmeri
5075,Qabil Dehlvi,https://www.rekhta.org/poets/qabil-dehlvi,,qabil-dehlvi
5076,Qadeemi,https://www.rekhta.org/poets/qadeemi,,qadeemi
5077,Qadeer Ayaz,https://www.rekhta.org/poets/qadeer-ayaz,,qadeer-ayaz
5078,Qadeer Lakhnavi,https://www.rekhta.org/poets/qadeer-lakhnavi,,qadeer-lakhnavi
5079,Qadeer Piyarepuri,https://www.rekhta.org/authors/qadeer-piyarepuri,Bahraich,qadeer-piyarepuri
5080,Qadir Khan Sartaj,https://www.rekhta.org/poets/qadir-khan-sartaj,England,qadir-khan-sartaj
5081,Qadir Siddiqi,https://www.rekhta.org/poets/qadir-siddiqi,Lucknow,qadir-siddiqi
5082,Qadr Aurangabadi,https://www.rekhta.org/poets/qadr-aurangabadi,,qadr-aurangabadi
5083,Qadr Bilgrami,https://www.rekhta.org/poets/qadr-bilgrami,Lucknow,qadr-bilgrami
5084,Qadr Oraizi,https://www.rekhta.org/poets/qadr-oraizi,,qadr-oraizi
5085,Qais Jalandhari,https://www.rekhta.org/poets/qais-jalandhari,Jalandhar,qais-jalandhari
5086,Qais Kakorvi,https://www.rekhta.org/poets/qais-kakorvi,,qais-kakorvi
5087,Qais Rampuri,https://www.rekhta.org/poets/qais-rampuri,,qais-rampuri
5088,Qaisar Abbas,https://www.rekhta.org/poets/qaisar-abbas,,qaisar-abbas
5089,Qaisar Afghani,https://www.rekhta.org/poets/qaisar-afghani,,qaisar-afghani
5090,Qaisar Amravatwi,https://www.rekhta.org/poets/qaisar-amravatwi,Akola,qaisar-amravatwi
5091,Qaisar Azeez,https://www.rekhta.org/authors/qaisar-azeez,Delhi,qaisar-azeez
5092,Qaisar Haideri Dehlvi,https://www.rekhta.org/poets/qaisar-haideri-dehlvi,Delhi,qaisar-haideri-dehlvi
5093,Qaisar hayat,https://www.rekhta.org/poets/qaisar-hayat,,qaisar-hayat
5094,Qaisar Nizami,https://www.rekhta.org/poets/qaisar-nizami,,qaisar-nizami
5095,Qaisar Qalandar,https://www.rekhta.org/poets/qaisar-qalandar,,qaisar-qalandar
5096,Qaisar Shameem,https://www.rekhta.org/poets/qaisar-shameem,West Bengal,qaisar-shameem
5097,Qaisar Siddiqi,https://www.rekhta.org/poets/qaisar-siddiqi,Bihar,qaisar-siddiqi
5098,Qaisar Tamkeen,https://www.rekhta.org/authors/qaisar-tamkeen,,qaisar-tamkeen
5099,Qaisar Usmani,https://www.rekhta.org/poets/qaisar-usmani,Mumbai,qaisar-usmani
5100,Qaisar Zahidi,https://www.rekhta.org/authors/qaisar-zahidi,,qaisar-zahidi
5101,Qaisar Ziya Qaisar,https://www.rekhta.org/poets/qaisar-ziya-qaisar,,qaisar-ziya-qaisar
5102,Qaisarul Jafri,https://www.rekhta.org/poets/qaisarul-jafri,Mumbai,qaisarul-jafri
5103,Qalaq Merathi,https://www.rekhta.org/poets/qalaq-merathi,,qalaq-merathi
5104,Qaleel Jhansvi,https://www.rekhta.org/poets/qaleel-jhansvi,Gurgaon,qaleel-jhansvi
5105,Qamar Aasi,https://www.rekhta.org/poets/qamar-aasi,,qamar-aasi
5106,Qamar Abbas Qamar,https://www.rekhta.org/poets/qamar-abbas-qamar,Delhi,qamar-abbas-qamar
5107,Qamar Ahsan,https://www.rekhta.org/authors/qamar-ahsan,,qamar-ahsan
5108,Qamar Anjum,https://www.rekhta.org/authors/qamar-anjum,,qamar-anjum
5109,Qamar Badarpuri,https://www.rekhta.org/poets/qamar-badarpuri,,qamar-badarpuri
5110,Qamar Badayuni,https://www.rekhta.org/poets/qamar-badayuni,Badayun,qamar-badayuni
5111,Qamar Gwaliari,https://www.rekhta.org/authors/qamar-gwaliari,Gwalior,qamar-gwaliari
5112,Qamar Hashmi,https://www.rekhta.org/poets/qamar-hashmi,Karachi,qamar-hashmi
5113,Qamar Hilali,https://www.rekhta.org/authors/qamar-hilali,,qamar-hilali
5114,Qamar Iqbal,https://www.rekhta.org/poets/qamar-iqbal,Aurangabad,qamar-iqbal
5115,Qamar Jahan Naseer,https://www.rekhta.org/poets/qamar-jahan-naseer,Allahabd,qamar-jahan-naseer
5116,Qamar Jalalabadi,https://www.rekhta.org/poets/qamar-jalalabadi,Punjab,qamar-jalalabadi
5117,Qamar Jalalvi,https://www.rekhta.org/poets/qamar-jalalvi,Karachi,qamar-jalalvi
5118,Qamar Jameel,https://www.rekhta.org/poets/qamar-jameel,Karachi,qamar-jameel
5119,Qamar Javed,https://www.rekhta.org/poets/qamar-javed,,qamar-javed
5120,Qamar Malal,https://www.rekhta.org/poets/qamar-malal,Balochistan,qamar-malal
5121,Qamar Moradabadi,https://www.rekhta.org/poets/qamar-moradabadi,,qamar-moradabadi
5122,Qamar Naqvi,https://www.rekhta.org/poets/qamar-naqvi,USA,qamar-naqvi
5123,Qamar Qadeer Iram,https://www.rekhta.org/authors/qamar-qadeer-iram,,qamar-qadeer-iram
5124,Qamar Raees,https://www.rekhta.org/poets/qamar-raees,Delhi,qamar-raees
5125,Qamar Rais Bahraichi,https://www.rekhta.org/poets/qamar-rais-bahraichi,Bahraich,qamar-rais-bahraichi
5126,Qamar Raza Shahzad,https://www.rekhta.org/poets/qamar-raza-shahzad,Multan,qamar-raza-shahzad
5127,Qamar Sabzwari,https://www.rekhta.org/poets/qamar-sabzwari,Dubai,qamar-sabzwari
5128,Qamar Sajjad,https://www.rekhta.org/poets/qamar-sajjad,Burhanpur,qamar-sajjad
5129,Qamar Sanbhali,https://www.rekhta.org/poets/qamar-sanbhali,,qamar-sanbhali
5130,Qamar Saqi,https://www.rekhta.org/poets/qamar-saqi,Dhar,qamar-saqi
5131,Qamar Shirani,https://www.rekhta.org/poets/qamar-shirani,,qamar-shirani
5132,Qamar Siddiqi,https://www.rekhta.org/poets/qamar-siddiqi,Mumbai,qamar-siddiqi
5133,Qamar Siwani,https://www.rekhta.org/poets/qamar-siwani,Siwan,qamar-siwani
5134,Qamar Suroor,https://www.rekhta.org/poets/qamar-suroor,Maharashtra,qamar-suroor
5135,Qamar Taban,https://www.rekhta.org/poets/qamar-taban,Bhagalpur,qamar-taban
5136,Qamar usmani,https://www.rekhta.org/poets/qamar-usmani,Saharanpur,qamar-usmani
5137,Qamar Warsi,https://www.rekhta.org/poets/qamar-warsi,,qamar-warsi
5138,Qamar-ul-Hasan Zaidii,https://www.rekhta.org/poets/qamar-ul-hasan-zaidii,,qamar-ul-hasan-zaidii
5139,Qamar-un-Nisa Qamar,https://www.rekhta.org/poets/qamar-un-nisa-qamar,,qamar-un-nisa-qamar
5140,Qamruddeen Khurshid,https://www.rekhta.org/poets/qamruddeen-khurshid,,qamruddeen-khurshid
5141,Qamruddin,https://www.rekhta.org/poets/qamruddin,,qamruddin
5142,Qamrun Jan Mushtari,https://www.rekhta.org/poets/qamrun-jan-mushtari,,qamrun-jan-mushtari
5143,Qamruzzaman Qamar,https://www.rekhta.org/poets/qamruzzaman-qamar,,qamruzzaman-qamar
5144,Qasid Aziz,https://www.rekhta.org/poets/qasid-aziz,,qasid-aziz
5145,Qasid Sirsivi,https://www.rekhta.org/poets/qasid-sirsivi,Karachi,qasid-sirsivi
5146,Qasim Ali Khan Afridi,https://www.rekhta.org/poets/qasim-ali-khan-afridi,,qasim-ali-khan-afridi
5147,Qasim Imam,https://www.rekhta.org/poets/qasim-imam,Mumbai,qasim-imam
5148,Qasim Imran,https://www.rekhta.org/poets/qasim-imran,,qasim-imran
5149,Qasim Jalal,https://www.rekhta.org/poets/qasim-jalal,,qasim-jalal
5150,Qasim Khursheed,https://www.rekhta.org/poets/qasim-khursheed,Patna,qasim-khursheed
5151,Qasim Niyazi,https://www.rekhta.org/poets/qasim-niyazi,,qasim-niyazi
5152,Qasim Rasa,https://www.rekhta.org/poets/qasim-rasa,Bhopal,qasim-rasa
5153,Qasim Raza Mustafai,https://www.rekhta.org/poets/qasim-raza-mustafai,,qasim-raza-mustafai
5154,Qasim Saba,https://www.rekhta.org/poets/qasim-saba,Samastipur,qasim-saba
5155,Qasim Shabbir Naqvi Naseerabadi,https://www.rekhta.org/poets/qasim-shabbir-naqvi-naseerabadi,,qasim-shabbir-naqvi-naseerabadi
5156,Qasim Yaqub,https://www.rekhta.org/poets/qasim-yaqub,Islamabad,qasim-yaqub
5157,Qasri Kanpuri,https://www.rekhta.org/poets/qasri-kanpuri,,qasri-kanpuri
5158,Qateel Shifai,https://www.rekhta.org/poets/qateel-shifai,Lahore,qateel-shifai
5159,Qaus Siddiqui,https://www.rekhta.org/poets/qaus-siddiqui,Patna,qaus-siddiqui
5160,Qavi Amrohvi,https://www.rekhta.org/poets/qavi-amrohvi,,qavi-amrohvi
5161,Qavi Tonki,https://www.rekhta.org/poets/qavi-tonki,,qavi-tonki
5162,Qayamuddin Qayam,https://www.rekhta.org/poets/qayamuddin-qayam,Madhya Pradesh,qayamuddin-qayam
5163,Qayem Burhanpuri,https://www.rekhta.org/poets/qayem-burhanpuri,,qayem-burhanpuri
5164,Qayem Chaandpuri,https://www.rekhta.org/poets/qayem-chaandpuri,Faizabad,qayem-chaandpuri
5165,Qayem Naqvi,https://www.rekhta.org/poets/qayem-naqvi,,qayem-naqvi
5166,Qayoom Shakri,https://www.rekhta.org/poets/qayoom-shakri,,qayoom-shakri
5167,Qayyum Asar,https://www.rekhta.org/poets/qayyum-asar,,qayyum-asar
5168,Qayyum Nazar,https://www.rekhta.org/poets/qayyum-nazar,Lahore,qayyum-nazar
5169,Qayyum Tahir,https://www.rekhta.org/poets/qayyum-tahir,Pakistan,qayyum-tahir
5170,Qazalbash Khan Ummeed,https://www.rekhta.org/poets/qazalbash-khan-ummeed,,qazalbash-khan-ummeed
5171,Qazi Abdul Gaffar,https://www.rekhta.org/poets/qazi-abdul-gaffar,Aligarh,qazi-abdul-gaffar
5172,Qazi Abdul Wadood,https://www.rekhta.org/poets/qazi-abdul-wadood,Patna,qazi-abdul-wadood
5173,Qazi Abdur Rauf Anjum,https://www.rekhta.org/poets/qazi-abdur-rauf-anjum,,qazi-abdur-rauf-anjum
